name,restaurant,category,calories,carbs,fat
Banana Nut Muffin Top,Atlanta Bread Company,Breakfast,420,39,26
Basil Pesto Pasta,Atlanta Bread Company,Entrees,500,6,10
Bbq Chicken Pizza,Atlanta Bread Company,Pizzas,320,52,5
Bear Claw,Atlanta Bread Company,Breakfast,540,71,24
Belgian Waffle With Maple Syrup & Whipped Cream,Atlanta Bread Company,Breakfast,530,83,18
Bella Chicken Sandwich,Atlanta Bread Company,Sandwiches,610,34,38
Bistro Chicken Press,Atlanta Bread Company,Sandwiches,780,59,41
Blueberry Muffin,Atlanta Bread Company,Breakfast,320,41,15
Blueberry Muffin Top,Atlanta Bread Company,Breakfast,250,31,12
Broccoli & Cheese,Atlanta Bread Company,Soups,250,14,17
Caesar Salad,Atlanta Bread Company,Salads,150,7,9
California Avocado,Atlanta Bread Company,Sandwiches,930,98,50
Caramel Nut Cheesecake,Atlanta Bread Company,Desserts,660,57,43
Carrot Cake Cheesecake,Atlanta Bread Company,Desserts,680,53,49
Cheese Croissant,Atlanta Bread Company,Breakfast,360,41,19
Cheese Danish,Atlanta Bread Company,Breakfast,490,66,22
Chicken & Sausage Gumbo,Atlanta Bread Company,Soups,190,24,6
Chicken Cordon Bleu Panini,Atlanta Bread Company,Sandwiches,670,80,19
Chicken Parmesan,Atlanta Bread Company,Entrees,910,89,34
Chicken Peppercorn,Atlanta Bread Company,Soups,430,13,34
Chicken Pesto Calzone,Atlanta Bread Company,Pizzas,840,95,33
Chicken Pesto Panini,Atlanta Bread Company,Sandwiches,710,80,26
Chicken Salad On Sourdough,Atlanta Bread Company,Sandwiches,440,42,19
Chicken Waldorf,Atlanta Bread Company,Sandwiches,450,29,29
Chive Cream Cheese,Atlanta Bread Company,Breakfast,170,6,15
Chocolate Chip Muffin,Atlanta Bread Company,Breakfast,640,83,31
Chocolate Chip Muffin Top,Atlanta Bread Company,Breakfast,390,51,19
Chocolate Chunk Cookie,Atlanta Bread Company,Desserts,430,58,21
Chocolate Croissant,Atlanta Bread Company,Breakfast,560,68,28
Chocolate Toffee Cookie,Atlanta Bread Company,Desserts,410,56,19
"Chocolate, Oatmeal And Craisin Cookie",Atlanta Bread Company,Desserts,410,60,17
Chopstix Chicken Salad,Atlanta Bread Company,Salads,240,22,10
Ciabatta,Atlanta Bread Company,Breads,270,55,2
Cinnamon Crisp Bagel,Atlanta Bread Company,Breakfast,330,67,2.5
Cinnamon Raisin Bagel,Atlanta Bread Company,Breakfast,270,55,1
Cinnamon Raisin Bread,Atlanta Bread Company,Breads,270,50,4.5
Cinnamon Roll,Atlanta Bread Company,Breakfast,640,91,26
Classic Beef Chili,Atlanta Bread Company,Soups,290,33,10
Classic Chicken Noodle,Atlanta Bread Company,Soups,130,15,1.5
Cookies And Cream Cheesecake,Atlanta Bread Company,Desserts,440,46,26
Creamy Caramel Brownie,Atlanta Bread Company,Desserts,460,73,19
Cubano Panini,Atlanta Bread Company,Sandwiches,650,80,19
Double Chocolate Brownie,Atlanta Bread Company,Desserts,450,73,19
Egg & Cheese Sandwich,Atlanta Bread Company,Breakfast,440,52,17
Everything Bagel,Atlanta Bread Company,Breakfast,350,66,3.5
Fettuccine Salmone,Atlanta Bread Company,Entrees,860,83,35
Florentine Omelette,Atlanta Bread Company,Breakfast,460,6,34
Four Cheese Pizza,Atlanta Bread Company,Pizzas,530,46,23
French Baguette,Atlanta Bread Company,Breads,90,19,0
French Croissant,Atlanta Bread Company,Breakfast,330,37,17
French Loaf,Atlanta Bread Company,Breads,110,23,0
French Onion,Atlanta Bread Company,Soups,80,11,2.5
French Roll,Atlanta Bread Company,Breads,160,34,0.5
French Toast With Maple Syrup,Atlanta Bread Company,Breakfast,640,121,11
Frontier Chicken Chili,Atlanta Bread Company,Soups,290,26,10
Garden Vegetable,Atlanta Bread Company,Soups,90,16,0.5
Gooey Butter Danish,Atlanta Bread Company,Breakfast,560,74,26
Greek Salad,Atlanta Bread Company,Salads,240,15,16
Ham & Swiss Omelette,Atlanta Bread Company,Breakfast,500,3,35
"Ham, Egg & Cheddar Cheese Sandwich",Atlanta Bread Company,Breakfast,500,54,18
Homestyle Chicken & Dumpling,Atlanta Bread Company,Soups,400,17,34
Honey Maple Ham On Honey Wheat,Atlanta Bread Company,Sandwiches,410,64,5
Honey Raisin Walnut Cream Cheese,Atlanta Bread Company,Breakfast,190,14,14
Honey Wheat Bread,Atlanta Bread Company,Breads,140,28,1.5
House Salad,Atlanta Bread Company,Salads,90,13,2
Italian Vegetarian Panini,Atlanta Bread Company,Sandwiches,570,84,16
Key Lime Pie,Atlanta Bread Company,Desserts,520,65,26
Kid’S Cheese Pizza,Atlanta Bread Company,Kid's Meals,300,44,7
Kid’S Grilled Cheese,Atlanta Bread Company,Kid's Meals,390,46,15
Kid’S Peanut Butter & Jelly,Atlanta Bread Company,Kid's Meals,550,89,15
Kid’S Penne And Cheese,Atlanta Bread Company,Kid's Meals,470,69,11
Low Fat Apple Muffin,Atlanta Bread Company,Breakfast,230,48,2.5
Low Fat Pumpkin Muffin,Atlanta Bread Company,Breakfast,240,51,2
Low Fat Pumpkin Muffin Top,Atlanta Bread Company,Breakfast,200,43,2
Margherita Pizza,Atlanta Bread Company,Pizzas,480,43,22
Mocha Chip Muffin,Atlanta Bread Company,Breakfast,620,79,30
Mocha Chip Muffin Top,Atlanta Bread Company,Breakfast,410,53,20
Morning Classic With Bacon,Atlanta Bread Company,Breakfast,420,31,21
Morning Classic With Ham,Atlanta Bread Company,Breakfast,420,39,15
Morning Classic With Sausage,Atlanta Bread Company,Breakfast,650,32,40
New England Clam Chowder,Atlanta Bread Company,Soups,190,16,9
Nine Grain Bread,Atlanta Bread Company,Breads,120,22,2
Ny Hot Pastrami,Atlanta Bread Company,Sandwiches,660,59,29
Oatmeal Raisin Cookie,Atlanta Bread Company,Desserts,370,59,14
Olive Cream Cheese,Atlanta Bread Company,Breakfast,180,2,17
Panini Bread,Atlanta Bread Company,Breads,430,78,8
Peanut Butter Cookie,Atlanta Bread Company,Desserts,440,42,37
Pecan Roll,Atlanta Bread Company,Breakfast,860,72,59
Pecan Turtle Cheesecake,Atlanta Bread Company,Desserts,610,54,41
Penne Bolognese,Atlanta Bread Company,Entrees,980,180,13
Penne Pomodoro,Atlanta Bread Company,Entrees,970,79,43
Pepperoni Pizza,Atlanta Bread Company,Pizzas,340,44,10
Plain Bagel,Atlanta Bread Company,Breakfast,300,60,1.5
Plain Cheesecake,Atlanta Bread Company,Desserts,570,52,36
Plain Cream Cheese,Atlanta Bread Company,Breakfast,190,1,19
Poppy Seed Bagel,Atlanta Bread Company,Breakfast,340,62,5
Pumpernickel Loaf,Atlanta Bread Company,Breads,110,22,1
Pumpkin Cheesecake,Atlanta Bread Company,Desserts,510,50,31
Pumpkin Muffin,Atlanta Bread Company,Breakfast,530,83,20
Raspberry Cheese Croissant,Atlanta Bread Company,Breakfast,430,63,18
Raspberry Cheese Danish,Atlanta Bread Company,Breakfast,440,63,18
Raspberry Cream Cheese,Atlanta Bread Company,Breakfast,100,8,8
Rye Loaf,Atlanta Bread Company,Breads,90,18,1
Salsa Fresca Salmon Salad,Atlanta Bread Company,Salads,560,40,29
"Sausage, Egg & Cheese Sandwich",Atlanta Bread Company,Breakfast,750,53,43
Scrambled Eggs,Atlanta Bread Company,Breakfast,190,1,13
Sesame Seed Bagel,Atlanta Bread Company,Breakfast,390,63,9
Shortbread Cookie,Atlanta Bread Company,Desserts,410,45,24
Sourdough Baguette,Atlanta Bread Company,Breads,90,18,0
Sourdough Bread,Atlanta Bread Company,Breads,140,28,0
Sourdough Soup Bowl,Atlanta Bread Company,Breads,390,80,1
Spanish Omelette,Atlanta Bread Company,Breakfast,470,5,35
Sticky Bun,Atlanta Bread Company,Breakfast,560,66,30
Three Cheese Omelette,Atlanta Bread Company,Breakfast,1100,6,85
Toffee Chocolate Chunk Cookie,Atlanta Bread Company,Desserts,460,59,23
Tomato Bacon Omelette,Atlanta Bread Company,Breakfast,360,3,27
Tomato Fennel & Dill,Atlanta Bread Company,Soups,290,18,23
Tuna Salad On French,Atlanta Bread Company,Sandwiches,630,57,33
Turkey Bacon Rustica,Atlanta Bread Company,Sandwiches,960,62,56
Turkey Club Panini,Atlanta Bread Company,Sandwiches,710,81,24
Turkey On Nine Grain,Atlanta Bread Company,Sandwiches,370,50,6
Vegetable Cream Cheese,Atlanta Bread Company,Breakfast,180,7,15
Veggie On Nine Grain,Atlanta Bread Company,Sandwiches,500,52,25
Wheat Bagel,Atlanta Bread Company,Breakfast,270,54,1.5
White Chocolate Macadamia Nut Cookie,Atlanta Bread Company,Desserts,470,52,26
White Pizza,Atlanta Bread Company,Pizzas,460,46,22
Whole Grain Bagel,Atlanta Bread Company,Breakfast,260,52,1.5
Wisconsin Cheese,Atlanta Bread Company,Soups,290,24,15
1 Breast Dinner,Bojangle's Famous Chicken 'n Biscuits,Entrees,940,65,54
1 Breast Dinner,Bojangle's Famous Chicken 'n Biscuits,Entrees,940,65,54
12 piece & 6 biscuit box (serves 5-7),Bojangle's Famous Chicken 'n Biscuits,Entrees,5300,327,324
12 piece Supremes box (serves 3-5),Bojangle's Famous Chicken 'n Biscuits,Entrees,2230,228,92
2 Breast Dinner,Bojangle's Famous Chicken 'n Biscuits,Entrees,1380,77,80
2 Breast Dinner,Bojangle's Famous Chicken 'n Biscuits,Entrees,1380,77,80
2 piece Dinner (breast & wing),Bojangle's Famous Chicken 'n Biscuits,Entrees,1095,75,67
2 piece Dinner (breast & wing),Bojangle's Famous Chicken 'n Biscuits,Entrees,1095,75,67
2 piece Dinner (leg & thigh),Bojangle's Famous Chicken 'n Biscuits,Entrees,1100,74,69
2 piece Dinner (leg & thigh),Bojangle's Famous Chicken 'n Biscuits,Entrees,1100,74,69
2 Piece Supremes Kids’ Meal,Bojangle's Famous Chicken 'n Biscuits,Kid's Meals,680,69,34
2 Sausage Biscuits,Bojangle's Famous Chicken 'n Biscuits,Breakfast,840,66,54
20 piece & 10 biscuit box serves 9-11),Bojangle's Famous Chicken 'n Biscuits,Entrees,8820,545,540
3 piece Dinner (leg & 2 thighs),Bojangle's Famous Chicken 'n Biscuits,Entrees,1470,86,95
3 piece Dinner (leg & 2 thighs),Bojangle's Famous Chicken 'n Biscuits,Entrees,1470,86,95
3 wing Dinner,Bojangle's Famous Chicken 'n Biscuits,Entrees,1090,83,67
3 wing Dinner,Bojangle's Famous Chicken 'n Biscuits,Entrees,1090,83,67
8 piece & 4 biscuit box (serves 3-5),Bojangle's Famous Chicken 'n Biscuits,Entrees,3534,218,216
"Bacon, Egg & Cheese",Bojangle's Famous Chicken 'n Biscuits,Breakfast,550,35,37
Bo-Berry Biscuit,Bojangle's Famous Chicken 'n Biscuits,Desserts,375,55,15
Bo-Tato Rounds,Bojangle's Famous Chicken 'n Biscuits,Sides,230,24,14
Bo-Tato Rounds,Bojangle's Famous Chicken 'n Biscuits,Sides,350,35,22
Bo-Tato Rounds,Bojangle's Famous Chicken 'n Biscuits,Sides,580,59,36
Bojangles Cajun Pintos,Bojangle's Famous Chicken 'n Biscuits,Sides,110,20,0
Bojangles Cajun Pintos,Bojangle's Famous Chicken 'n Biscuits,Sides,380,70,1
Bojangles’ Dirty Rice,Bojangle's Famous Chicken 'n Biscuits,Sides,165,24,6
Bojangles’ Dirty Rice,Bojangle's Famous Chicken 'n Biscuits,Sides,570,83,20
Breast,Bojangle's Famous Chicken 'n Biscuits,Chicken,440,12,26
Cajun Filet Biscuit,Bojangle's Famous Chicken 'n Biscuits,Sides,515,45,28
Cajun Filet Club Sandwich,Bojangle's Famous Chicken 'n Biscuits,Sandwiches,640,44,39
Cajun Filet Sandwich,Bojangle's Famous Chicken 'n Biscuits,Sandwiches,495,43,27
Chicken Leg Kids’ meal,Bojangle's Famous Chicken 'n Biscuits,Kid's Meals,730,62,43
Chicken Supremes Salad,Bojangle's Famous Chicken 'n Biscuits,Salads,460,33,18
Cinnamon Pecan Twist,Bojangle's Famous Chicken 'n Biscuits,Desserts,270,36,12
Coffee (16oz),Bojangle's Famous Chicken 'n Biscuits,Drinks,0,0,0
Coffee (22oz),Bojangle's Famous Chicken 'n Biscuits,Drinks,0,0,0
Cole Slaw,Bojangle's Famous Chicken 'n Biscuits,Sides,255,18,20
Cole Slaw,Bojangle's Famous Chicken 'n Biscuits,Sides,870,61,68
Country Ham & Egg Biscuit,Bojangle's Famous Chicken 'n Biscuits,Breakfast,480,34,29
Country Ham Biscuit,Bojangle's Famous Chicken 'n Biscuits,Breakfast,355,33,18
Egg & Cheese Biscuit,Bojangle's Famous Chicken 'n Biscuits,Breakfast,515,35,34
Garden Salad,Bojangle's Famous Chicken 'n Biscuits,Salads,190,9,9
Gravy Biscuit,Bojangle's Famous Chicken 'n Biscuits,Breakfast,390,43,20
Green Beans,Bojangle's Famous Chicken 'n Biscuits,Sides,35,7,0
Green Beans,Bojangle's Famous Chicken 'n Biscuits,Sides,120,24,0
Grilled Chicken Club,Bojangle's Famous Chicken 'n Biscuits,Sandwiches,520,34,27
Grilled Chicken Salad,Bojangle's Famous Chicken 'n Biscuits,Salads,305,11,11
Grilled Chicken Sandwich,Bojangle's Famous Chicken 'n Biscuits,Sandwiches,375,33,15
Leg,Bojangle's Famous Chicken 'n Biscuits,Chicken,230,9,15
Mac ‘N Cheese Kids’ Meal,Bojangle's Famous Chicken 'n Biscuits,Kid's Meals,735,86,35
Macaroni ‘N Cheese,Bojangle's Famous Chicken 'n Biscuits,Sides,240,33,7
Macaroni ‘N Cheese,Bojangle's Famous Chicken 'n Biscuits,Sides,911,114,24
Mashed Potatoes ‘N Gravy,Bojangle's Famous Chicken 'n Biscuits,Sides,150,21,6
Mashed Potatoes ‘N Gravy,Bojangle's Famous Chicken 'n Biscuits,Sides,555,77,23
Picnic Grits,Bojangle's Famous Chicken 'n Biscuits,Sides,230,47,2
Plain Biscuit,Bojangle's Famous Chicken 'n Biscuits,Breakfast,280,33,14
Roasted Chicken Bites,Bojangle's Famous Chicken 'n Biscuits,Chicken,280,9,11
Sausage & Egg Biscuit,Bojangle's Famous Chicken 'n Biscuits,Breakfast,545,34,38
Sausage Biscuit,Bojangle's Famous Chicken 'n Biscuits,Breakfast,420,33,27
Seasoned Fries,Bojangle's Famous Chicken 'n Biscuits,Sides,215,20,14
Seasoned Fries,Bojangle's Famous Chicken 'n Biscuits,Sides,300,27,20
Seasoned Fries,Bojangle's Famous Chicken 'n Biscuits,Sides,530,49,35
Steak Biscuit,Bojangle's Famous Chicken 'n Biscuits,Sides,555,44,35
Supreme,Bojangle's Famous Chicken 'n Biscuits,Chicken,90,8,3
"Sweet Iced Tea (16oz, with ice)",Bojangle's Famous Chicken 'n Biscuits,Drinks,70,18,0
"Sweet Iced Tea (22oz, with ice)",Bojangle's Famous Chicken 'n Biscuits,Drinks,100,25,0
"Sweet Iced Tea (32oz, with ice)",Bojangle's Famous Chicken 'n Biscuits,Drinks,150,37,0
Sweet Potato Pie,Bojangle's Famous Chicken 'n Biscuits,Desserts,410,48,23
Thigh,Bojangle's Famous Chicken 'n Biscuits,Chicken,370,12,26
"Unsweetened Iced Tea (16oz, with ice)",Bojangle's Famous Chicken 'n Biscuits,Drinks,0,0,0
"Unsweetened Iced Tea (22oz, with ice)",Bojangle's Famous Chicken 'n Biscuits,Drinks,0,0,0
"Unsweetened Iced Tea (32oz, with ice)",Bojangle's Famous Chicken 'n Biscuits,Drinks,0,0,0
Wing,Bojangle's Famous Chicken 'n Biscuits,Chicken,200,10,13
1/2 lb Popcorn Shrimp,Buffalo Wild Wings,Seafood,587,59,29
3/4 lb Popcorn Shrimp,Buffalo Wild Wings,Appetizers,880,88,44
Asian Zing,Buffalo Wild Wings,Wing Sauces,90,22,0
Bacon Cheddar Burger,Buffalo Wild Wings,Burgers,860,44,57
Ballpark Sampler,Buffalo Wild Wings,Appetizers,1347,103,77
Big Jack Daddy Burger,Buffalo Wild Wings,Burgers,900,53,56
Black & Bleu Burger,Buffalo Wild Wings,Burgers,770,44,51
Blazin ®,Buffalo Wild Wings,Wing Sauces,60,2,5
Boneless (each),Buffalo Wild Wings,Wings,88,3,6
Boneless Wings &Traditional Wings,Buffalo Wild Wings,Entrees,1480,68,98
Boneless Wings (4),Buffalo Wild Wings,Kid's Meals,288,0,20
Breaded Tenders (each),Buffalo Wild Wings,Chicken,170,15,11
Buffalo Chicken Flatbread,Buffalo Wild Wings,Sandwiches,908,56,49
Buffalo Chips Basket,Buffalo Wild Wings,Sides,514,93,9
Buffalo Chips Basket with cheese,Buffalo Wild Wings,Sides,734,95,27
Buffalo Chips Regular,Buffalo Wild Wings,Sides,257,47,5
Buffalo Chips Regular,Buffalo Wild Wings,Sides,257,47,5
Buffalo Chips Regular with cheese,Buffalo Wild Wings,Sides,367,48,14
Buffalo Ranch Chicken Sandwich,Buffalo Wild Wings,Sandwiches,800,60,49
Buffalo Ranch Chicken Wrap,Buffalo Wild Wings,Wraps,1020,97,59
Caribbean Jerk,Buffalo Wild Wings,Wing Sauces,80,12,3
Cheeseburger,Buffalo Wild Wings,Burgers,780,44,51
Cheeseburger Slammers,Buffalo Wild Wings,Appetizers,1559,98,92
Chicken Caesar Salad,Buffalo Wild Wings,Salads,490,10,27
Chicken Caesar Wrap,Buffalo Wild Wings,Wraps,560,68,15
Chicken Quesadilla,Buffalo Wild Wings,Appetizers,800,70,35
Chicken Tender Salad,Buffalo Wild Wings,Salads,990,74,68
Chicken Tender Wrap,Buffalo Wild Wings,Wraps,1040,125,46
Chicken Tenders & Popcorn Shrimp,Buffalo Wild Wings,Entrees,1120,110,62
Chicken Tenders (3),Buffalo Wild Wings,Kid's Meals,510,44,32
Chili Con Queso Dip,Buffalo Wild Wings,Appetizers,920,100,48
Chili Queso Burger,Buffalo Wild Wings,Burgers,880,49,57
Chips & Salsa,Buffalo Wild Wings,Appetizers,500,46,30
Chocolate Fudge Cake,Buffalo Wild Wings,Desserts,820,127,33
Coleslaw,Buffalo Wild Wings,Sides,170,6,15
Crispy Fish Sandwich,Buffalo Wild Wings,Sandwiches,550,22,22
Crispy Southwest Dippers,Buffalo Wild Wings,Appetizers,630,78,25
Deep-dish Apple Pie,Buffalo Wild Wings,Desserts,590,105,18
Desert Heat® Based on 1/2 tsp,Buffalo Wild Wings,Wing Sauces,8,1,0
French fries,Buffalo Wild Wings,Sides,280,42,10
French Fries,Buffalo Wild Wings,French Fries,280,42,10
French Fries Basket,Buffalo Wild Wings,Sides,560,84,20
French Fries Regular,Buffalo Wild Wings,Sides,280,42,10
French Fries Regular,Buffalo Wild Wings,French Fries,280,42,10
French Fries Regular,Buffalo Wild Wings,Kid's Meals,280,42,10
Garden Salad,Buffalo Wild Wings,Salads,420,28,30
Gardenburger,Buffalo Wild Wings,Burgers,250,63,5
Grilled Blackened Chicken Salad,Buffalo Wild Wings,Salads,660,23,39
Grilled Chicken Buffalitos,Buffalo Wild Wings,Chicken,380,44,9
Grilled Chicken Salad,Buffalo Wild Wings,Salads,640,20,38
Grilled Chicken Sandwich,Buffalo Wild Wings,Sandwiches,470,50,7
Honey BBQ,Buffalo Wild Wings,Wing Sauces,70,18,0
Honey BBQ Bacon Burger,Buffalo Wild Wings,Burgers,890,51,57
Honey BBQ Bacon Chicken Sandwich,Buffalo Wild Wings,Sandwiches,530,42,18
Honey BBQ Chicken Flatbread,Buffalo Wild Wings,Sandwiches,813,71,32
Honey BBQ Chicken Salad,Buffalo Wild Wings,Salads,773,87,38
Honey Mustard,Buffalo Wild Wings,Wing Sauces,80,6,6
Hot,Buffalo Wild Wings,Wing Sauces,50,2,4
Hot BBQ,Buffalo Wild Wings,Wing Sauces,40,6,2
Jerk Chicken Sandwich,Buffalo Wild Wings,Sandwiches,530,56,10
Kids Cheeseburger Slammer,Buffalo Wild Wings,Kid's Meals,400,20,26
Kids’ Ice Cream,Buffalo Wild Wings,Kid's Meals,210,33,8
Macaroni & Cheese,Buffalo Wild Wings,Kid's Meals,380,49,13
Mango Habanera,Buffalo Wild Wings,Wing Sauces,80,20,0
Medium,Buffalo Wild Wings,Wing Sauces,40,2,4
Mild,Buffalo Wild Wings,Wing Sauces,50,2,5
Mini Corn Dogs,Buffalo Wild Wings,Appetizers,713,49,24
Mini Corn Dogs (5),Buffalo Wild Wings,Kid's Meals,357,25,12
Mozzarella Sticks,Buffalo Wild Wings,Appetizers,560,52,22
Naked Tenders (3),Buffalo Wild Wings,Kid's Meals,130,17,6
Naked Tenders (6 each),Buffalo Wild Wings,Appetizers,260,34,12
Naked Tenders (each ),Buffalo Wild Wings,Chicken,43,6,2
Naked Tenders Wrap,Buffalo Wild Wings,Wraps,600,68,14
New York Cheesecake,Buffalo Wild Wings,Desserts,460,47,28
Onion Rings Basket,Buffalo Wild Wings,Sides,1100,130,55
Onion Rings Regular,Buffalo Wild Wings,Sides,460,52,26
Onion Rings Regular,Buffalo Wild Wings,Sides,460,52,26
Parmesan Garlic,Buffalo Wild Wings,Wing Sauces,120,2,12
Parmesan Garlic Flatbread,Buffalo Wild Wings,Sandwiches,863,55,44
Pepper Infusion ®,Buffalo Wild Wings,Wing Sauces,90,2,9
Popcorn Shrimp & Fish,Buffalo Wild Wings,Entrees,820,70,36
Potato Wedges Basket,Buffalo Wild Wings,Sides,560,79,28
Potato Wedges Basket with cheese,Buffalo Wild Wings,Sides,780,81,46
Potato Wedges Regular,Buffalo Wild Wings,Sides,280,40,14
Potato Wedges Regular,Buffalo Wild Wings,Sides,280,40,14
Potato Wedges Regular with cheese,Buffalo Wild Wings,Sides,390,41,23
Pulled Pork Sandwich,Buffalo Wild Wings,Sandwiches,570,61,25
Pulled Pork Slammers,Buffalo Wild Wings,Appetizers,1167,105,51
Queso Chili Fries,Buffalo Wild Wings,Appetizers,862,92,40
Ribs & Boneless Wings,Buffalo Wild Wings,Entrees,1960,88,126
Ribs & Chicken Tenders,Buffalo Wild Wings,Entrees,1860,112,118
Ribs & More Ribs,Buffalo Wild Wings,Entrees,2380,88,158
Ribs & Popcorn Shrimp,Buffalo Wild Wings,Entrees,1480,84,92
Ribs & Traditional Wings,Buffalo Wild Wings,Entrees,1860,74,124
Roasted Garlic Mushrooms,Buffalo Wild Wings,Appetizers,360,44,18
Side Salad,Buffalo Wild Wings,Sides,210,14,15
Side Salad,Buffalo Wild Wings,Salads,210,14,15
Southwest Chicken Queso Wrap,Buffalo Wild Wings,Wraps,490,73,7
Spicy garlic,Buffalo Wild Wings,Wing Sauces,50,4,4
Sweet BBQ,Buffalo Wild Wings,Wing Sauces,40,8,0
Teriyaki,Buffalo Wild Wings,Wing Sauces,70,14,0
The Sampler,Buffalo Wild Wings,Appetizers,1520,128,76
Tortilla chips and salsa,Buffalo Wild Wings,Sides,250,23,15
Tortilla chips and salsa,Buffalo Wild Wings,Sides,250,23,15
Traditional Wings (4),Buffalo Wild Wings,Kid's Meals,384,1,28
Ultimate Nachos,Buffalo Wild Wings,Appetizers,960,108,52
Ultimate Nachos With Chicken,Buffalo Wild Wings,Appetizers,1120,108,52
Wild®,Buffalo Wild Wings,Wing Sauces,50,4,4
Wings (each),Buffalo Wild Wings,Wings,72,0,5
American Original Chicken Sandwich,Burger King,Sandwiches,730,49,47
Bacon Cheeseburger,Burger King,Burgers,330,28,16
"Bacon, Egg & Cheese Biscuit",Burger King,Breakfast,420,34,25
Biscuit – w/ Chicken Fritter (Chicken Biscuit),Burger King,Breakfast,400,39,20
Biscuits (2) & Sausage Gravy Platter,Burger King,Breakfast,680,76,35
Biscuit‐ w/ Breakfast Steak (Country Fried Steak),Burger King,Breakfast,650,50,38
Biscuit‐ w/ Country Ham (1 sl) & Egg and Cheese,Burger King,Breakfast,470,33,26
BK Big Fish® Sandwich,Burger King,Sandwiches,590,57,31
BK Big Fish® Sandwich w/o Tartar Sauce,Burger King,Sandwiches,410,53,12
BK Toppers™ Deluxe Cheeseburger,Burger King,Burgers,420,30,26
BK Toppers™ Mushroom and Swiss,Burger King,Burgers,410,27,27
BK Toppers™ Western BBQ Cheeseburger,Burger King,Burgers,400,39,23
BK Veggie® Burger,Burger King,Burgers,410,44,16
BK Veggie® Burger  w/ Cheese,Burger King,Burgers,450,44,20
BK Veggie® Burger  w/o Mayo,Burger King,Burgers,320,43,7
BK® Chicken Fries (12 pc),Burger King,Sides,500,32,29
BK® Chicken Fries (6 pc),Burger King,Sides,250,16,15
BK® Chicken Fries (9 pc),Burger King,Sides,380,24,22
